sample,scalar_trace
1,0.6481596235918257
2,0.023585316118934423
3,0.18158318062533207
4,0.7823121081678326
5,0.4646697807752683
6,0.7869450475004287
7,0.0479576423576913
8,0.5001303609589495
9,0.3049250153196409
10,0.37010358535234267
11,0.533514542245075
12,0.4005974965075881
13,-0.4512849587886552
14,0.19779497704640933
15,0.2713229472208129
16,0.8503133278400484
17,0.7835474459379307
18,0.4242364597960442
19,0.30828822856347204
20,0.27299490334341137
21,0.9401584601332285
22,0.37145949384777555
23,-0.33710067700783414
24,0.2253791875499938
25,0.9395519580880797
26,0.5405715618280449
27,0.7430081432871494
28,0.015541531234930328
29,0.6191536546700658
30,-0.12336738879651905
31,0.8477679454962416
32,0.17749863390272574
33,-0.5898160810013529
34,0.6086797818147855
35,0.8673105495718367
36,-0.35453575874438537
37,0.1141586652144932
38,0.6294645585742089
39,0.19774021861757682
40,0.9511691855129715
41,0.6569032409736207
42,0.4641471585603058
43,-0.6830515623552869
44,0.9216222611912526
45,0.06969025116188346
46,0.6379266616011113
47,-0.18219969734547986
48,0.5084284322853032
49,-0.009858917120492494
50,0.6110149666017755
51,0.874622328992269
52,0.7276834053180938
53,0.46908475490683904
54,0.6400105806122562
55,0.8802843952624533
56,0.5799007133743157
57,0.5404716410865318
58,0.09585550994522053
59,0.5275843902165734
60,0.9346646267156302
61,-0.15703565368071826
62,0.28677826762897346
63,0.8412528096686298
64,0.3240125044584944
65,0.7240373375294592
66,-0.02434174127984853
67,0.7660929629543806
68,0.12397127156209428
69,0.6288229891888973
70,0.23006639779978638
71,0.9270005304360777
72,0.033373508253566504
73,-0.09480250158319081
74,0.6951171005940306
75,0.40241185310708594
76,-0.2536464199132974
77,-0.2639393923700559
78,0.5982984994538835
79,0.3611888818233971
80,0.7775279985654833
81,0.13048759341786695
82,0.3061319058905211
83,0.9320052418128942
84,0.2911275174043224
85,0.8361126016031676
86,0.7534450629910666
87,-0.2256591662098701
88,0.5138583750157111
89,0.10809054825567628
90,0.4524180675033275
91,0.7600995952368607
92,-0.30630088562454666
93,0.8915944264134937
94,0.6789321596424317
95,0.5786042294199238
96,0.2254045604517878
97,0.5236491452517334
98,-0.5008501863828997
99,0.449694225038846
100,0.4573445846011017
101,-0.09190148248734309
102,0.49496295370163557
103,0.9252596089137755
104,0.22694856759546023
105,0.8688905210629146
106,0.7009687599652182
107,0.9466567176809305
108,0.9464792444572893
109,0.577177968602748
110,0.9366941003123787
111,-0.10836263464433031
112,0.12811631612492339
113,0.48165298404408086
114,-0.14886783713190516
115,-0.06761386900255932
116,0.24959361840599514
117,0.3660836237119284
118,-0.4212594336215276
119,0.05809197468839008
120,-0.5144984529722579
121,0.2339154879290763
122,0.7745593236476029
123,-0.2244730261381178
124,0.4954200157896399
125,0.9061474764257376
126,0.8882877186893556
127,0.9282417296787792
128,0.7331297181089518
129,0.5692746437719673
130,0.027199480869381353
131,-0.15040387437195785
132,-0.36468151144409816
133,0.537216484058939
134,0.7623045634726543
135,0.8675719673848635
136,0.9267278743113335
137,0.8834707626327905
138,0.46254019219096554
139,0.7443832066580489
140,0.7520568858097235
141,-0.16495732318992823
142,0.20442982737899748
143,-0.14665961869199248
144,0.8504488971726331
145,0.832048476561549
146,0.1608442980336922
147,0.8262821634291464
148,-0.06642860119877156
149,0.8109640114325509
150,0.7413645534652729
151,0.8940347884839984
152,0.8525879795077524
153,0.23794371879937515
154,0.044709826867431676
155,-0.42433811426113666
156,0.3744841820742932
157,-0.11153740174837062
158,0.32856239236863727
159,-0.28508430172476695
160,0.159633483209641
161,0.8426683828411873
162,0.10969293577436479
163,0.7472547157702867
164,0.7461554991393694
165,0.5716355719592668
166,0.7763131030941832
167,0.29882910316190275
168,-0.1331583855473223
169,0.8244916505203398
170,-0.7891632875343646
171,0.19097096740679653
172,0.6934763894198381
173,-0.1002933774846445
174,0.13309268594677834
175,0.8963870925969541
176,0.9157855032339504
177,0.7065972919792466
178,0.4393753531636985
179,0.7809586878943854
180,0.6953119245978779
181,0.5617144143917983
182,0.7568296821255878
183,0.48857989672205154
184,0.437943986452928
185,0.7010692117742627
186,0.5879479547382235
187,0.8429004628052035
188,0.682522199530316
189,0.7403568584272088
190,0.024538432191028775
191,0.5284399824747588
192,0.09609790973768462
193,0.6686595022405726
194,0.07129885791013417
195,0.5378954657760507
196,-0.19706964083276815
197,0.3541563617352128
198,0.6527052774649265
199,0.14911961113985703
200,-0.545349960397126
201,0.4511535109848146
202,0.32492735075941626
203,0.4226905171324474
204,0.8861776047152753
205,0.6128451798385112
206,0.2895959878694924
207,0.5774070347834074
208,0.6191697200436079
209,0.5876811237982309
210,0.7342611724994211
211,0.8778985972149657
212,0.7860210982230176
213,0.1724872459274603
214,0.9439228134843923
215,-0.6687098693266124
216,0.9559601423247459
217,-0.7859773604816421
218,0.6326291783029775
219,0.022243474640233372
220,0.6870700012291576
221,-0.27341122700504644
222,0.45095624121159056
223,0.8346812099324049
224,0.8037276988565661
225,0.1673488329894186
226,-0.022787618198074167
227,0.5062161318318578
228,0.38810584350643984
229,0.1406449829391804
230,-0.024120139934799337
231,0.5280248785443495
232,0.08536035244054777
233,0.7637277296007511
234,0.28205165469925236
235,0.34980499874909454
236,0.5588291907935515
237,0.9132013977583023
238,-0.46065961284149803
239,0.10891574955393134
240,0.8244032065000211
241,0.8129430514432407
242,0.3579437773230062
243,0.8405975359992836
244,0.731809130826964
245,0.648464383063924
246,-0.9177066067354626
247,0.38295850570820567
248,0.4102006179768977
249,0.478841976965024
250,0.40689785735662126
251,0.9814735730046217
252,0.932903281623356
253,0.8579435704696287
254,0.28728793180262663
255,0.7825295791667236
256,0.5262169492146764
257,0.47170737161157794
258,-0.464680411941139
259,0.3713463980979567
260,0.3849821927135642
261,0.3957175596276377
262,0.3929914268254789
263,0.8076475812576577
264,0.3036988188988291
265,0.7523785395019092
266,0.3740107711065342
267,0.5925824018289768
268,0.6958964946862869
269,0.9570092824292485
270,0.4796934008496248
271,0.6731240714227437
272,0.8478339584534713
273,0.4880268910602033
274,0.4842474201904809
275,-0.07648662177550468
276,0.8061846772182991
277,0.320584242786249
278,0.699196947377921
279,0.9727490148670743
280,0.47142747186324857
281,0.056565130938252245
282,0.20627641544164307
283,0.4433402279794564
284,0.6591771423998314
285,0.6029126184925765
286,0.4420286406272768
287,-0.3665064054468879
288,0.4316942900681303
289,0.1899341504584731
290,0.02902833842073832
291,0.7423320529677713
292,0.7293009894630678
293,0.42201026976340905
294,0.6466535183086393
295,0.7875398177078188
296,-0.1960175640783632
297,0.5320197946561475
298,0.8328818996858433
299,0.31311230961736186
300,0.5705927725661969
301,0.6736341551575731
302,0.2892839338528272
303,0.6741503907091483
304,0.7035424727677858
305,0.8109666920746278
306,0.6115897383143866
307,0.7401660490934163
308,0.8431215142054009
309,0.5776980565112516
310,0.20989813404188049
311,0.6027225494345626
312,0.3247274808842155
313,0.6065025132870228
314,-0.2531805049303123
315,0.5374906265921031
316,0.9068819429272331
317,-0.09595971329723851
318,0.890450686292814
319,0.22718967805769805
320,0.08729399754321712
321,0.2383270698768313
322,-0.06820298598841273
323,-0.482433406300204
324,0.5751083237207175
325,0.6544911599159683
326,0.5447706765405201
327,0.9205749309482119
328,0.7296206184669655
329,0.2566271890932619
330,0.8252375172705197
331,0.8201236361114753
332,0.37262842083120273
333,0.009694290116418884
334,0.1862196790047727
335,0.9560989830787776
336,0.0695546291790421
337,0.4207407078502976
338,-0.1548773648168628
339,0.7387904056145018
340,0.9898255862834168
341,0.9752086435833381
342,0.6695707209050421
343,-0.20815973820516
344,0.7517012522458322
345,-0.0007201426396689967
346,0.819985316580075
347,0.6092251869609214
348,0.1675825871887343
349,0.7357126138754763
350,0.874325125426385
351,0.7993357884121088
352,0.9087277004293796
353,0.7543913148556698
354,0.514756870349924
355,0.5132230242693727
356,0.4561211492407765
357,0.4251558863318768
358,0.3931457743609653
359,-0.3472176474716056
360,-0.5453505377355946
361,0.5654783518495642
362,0.7341848659966681
363,0.9147080879477509
364,0.8002794963154554
365,0.9271243284082666
366,-0.5972771592476486
367,-0.22007719914185736
368,0.7907796733270132
369,0.32810840737308916
370,-0.37634886865428296
371,0.8699589762556437
372,0.3268261880135491
373,0.6578048067986095
374,0.5143472390478194
375,0.27902021710145286
376,-0.31367151822564454
377,-0.05860203209269777
378,0.4835619121354526
379,-0.38196591614406655
380,0.9055775153469343
381,0.8994865702901226
382,-0.19368933168696434
383,0.5186109563372204
384,0.7535234279737923
385,0.8765292089001846
386,0.5920049483526936
387,0.6575594020563132
388,0.43700314263519596
389,0.2785073519836508
390,-0.004020855713863511
391,0.8171650081569708
392,0.1434588059136424
393,0.6880152162794229
394,0.1399252980924291
395,-0.10331691229180864
396,-0.03575439898841475
397,0.05981690734637302
398,0.037866737956199534
399,0.013321147444999196
400,0.7313375546657258
401,0.6254377751677738
402,0.2859783603047855
403,0.7610365089745607
404,0.7055731667551817
405,0.41154219006214615
406,0.3989877682629426
407,0.28347430546367086
408,0.46958000089241614
409,-0.2664899897287106
410,0.5372431565201484
411,0.5615962542004328
412,0.6130494521174675
413,0.44695773446958115
414,0.8620704720925064
415,0.8064397595578744
416,0.8246162808911485
417,0.6896944057055653
418,-0.2989968183720816
419,0.6507366743842021
420,0.6715717382222323
421,0.5699374055793879
422,0.3458697691068295
423,0.6298131766324768
424,0.9098943118965672
425,-0.08618282250641757
426,-0.21989650118878243
427,-0.20286537095009874
428,0.9226386581296793
429,0.8305493033879056
430,0.8997967934765664
431,0.6207971431956808
432,-0.061595093324738774
433,0.6613980687239801
434,0.2221562492575858
435,0.8380246665958258
436,0.47320449177450036
437,0.8134757271118672
438,0.49168122143382564
439,0.37346664878295716
440,0.2448837508607877
441,0.7307291802503494
442,0.5245064924414975
443,0.7836228471680411
444,0.8853286446048284
445,0.19209013769238725
446,0.4004027380119549
447,0.1625393963144209
