sigma,early_relative,late_relative,minimum_relative
1.9,0.0000266713121995617245790926315906665302383622614220545817666107436679166,0.0001802789010478868551992852982725784400642339931718804120676911097479464,0.0000266713121995617245790926315906665302383622614220545817666107436679166
1.9333333333333333,0.00002703767746322892628592833747228579040639776692303781346440355751888515,0.0001647500663494604744161001493243555666152377753486385208420828710798709,0.00002703767746322892628592833747228579040639776692303781346440355751888515
1.9666666666666666,0.00002740319796818134038574135796901499008376139855528356323361605769930508,0.0001506050089101514601310693867573345300477139905651444670110998579669869,0.00002740319796818134038574135796901499008376139855528356323361605769930508
2.0,0.000027767945801707299313428810201583748970938033109541387572126472119352,0.0001377204200889679042532170557127920783000475455680367800077607962616172,0.000027767945801707299313428810201583748970938033109541387572126472119352
2.033333333333333,0.00002813198707162973534506089913782190046712850022351157319785950064801831,0.0001259839793001438226224293781832521969795671060472217766264967483883554,0.00002813198707162973534506089913782190046712850022351157319785950064801831
2.0666666666666664,0.00002849538237725753508743557568438510252552825506412719169177981920111785,0.0001152933748655566727925877980785561746464358411302477830661266039362936,0.00002849538237725753508743557568438510252552825506412719169177981920111785
2.1,0.00002885818724698966707101291200397481524055997374989708256044906824636484,0.0001055554121191638883628758395256700377265788231881388620284247325122892,0.00002885818724698966707101291200397481524055997374989708256044906824636484
2.1333333333333333,0.00002922045254434312397110504265991343919821555160146932951493612698657568,0.00009668520098841276177299515664704140708171646165811679882010977680842959,0.00002922045254434312397110504265991343919821555160146932951493612698657568
2.1666666666666665,0.00002958222484418503726991865311290179764500003064535992705011097316199503,0.00008860541597041736816924194239274883829570507366091855316096181726364334,0.00002958222484418503726991865311290179764500003064535992705011097316199503
2.2,0.00002994354678093462257037099103722486027296434623892599056677819586433832,0.00008124562205179218075305343392814463595155928649462667024633328353823877,0.00002994354678093462257037099103722486027296434623892599056677819586433832
2.2333333333333334,0.00003030445737046719546774321803586971265362833178796768988856370247375151,0.0000745416606958908538155266775549388489370782162538188033306747809765135,0.00003030445737046719546774321803586971265362833178796768988856370247375151
2.2666666666666666,0.0000306649923074047898558279153273364155109729655837733106354396459654701,0.00006843509054483238078464586007957187100426687706680687639532680055645833,0.0000306649923074047898558279153273364155109729655837733106354396459654701
2.3,0.00003102518423941952418156240166906792175269953446769502222747045971928109,0.00006287267796067075898208829320899950527990899762210346791616308240415496,0.00003102518423941952418156240166906792175269953446769502222747045971928109
2.3333333333333335,0.00003138506302010997798906083435714750378300970644465866370823057557936073,0.00005780593296453304122633649741422997115463704105123860924767086258306275,0.00003138506302010997798906083435714750378300970644465866370823057557936073
2.3666666666666667,0.00003174465594193982753150507472467413522831832588463651097705472869060713,0.00005319068652830421509633712404283206655571447860412595874502708795406593,0.00003174465594193982753150507472467413522831832588463651097705472869060713
2.4,0.00003210398795065377705313536229051624841355217517432173204342271434531137,0.00004898670553392614733027780167619740198405292249014801642137180907246059,0.00003210398795065377705313536229051624841355217517432173204342271434531137
2.433333333333333,0.00003246308184251006273879070205416446124573088270575278437828992081333156,0.00004515734204374316249964966783400846064407686784555866505428957327024477,0.00003246308184251006273879070205416446124573088270575278437828992081333156
2.466666666666667,0.00003282195844559292595230243841221588324795445263302125253712186374015059,0.00004166921382442985224137621621631726155347032835759244496965722911074932,0.00003282195844559292595230243841221588324795445263302125253712186374015059
2.5,0.00003318063678639299440187738583050304786800447442310022639104482281028272,0.00003849191333949006494419155542077119803927040254968277716021943669657473,0.00003318063678639299440187738583050304786800447442310022639104482281028272
2.533333333333333,0.00003353913424277008627878853250349241169113717658696752366405011070769629,0.00003559774267348561340979729736484119920379884565769544488406094052790321,0.00003353913424277008627878853250349241169113717658696752366405011070769629
2.5666666666666664,0.00003389746668434086893687231023636094155409967634092133825032915082069686,0.00003296147207721574772492313353527735512960815850976580175629436518728879,0.00003296147207721574772492313353527735512960815850976580175629436518728879
2.6,0.0000342556486012650590122928988241394409573570373150350231607233111991995,0.00003056012002897881908523995239238524858763099453701198602214341868620148,0.00003056012002897881908523995239238524858763099453701198602214341868620148
2.6333333333333333,0.00003461369322233739651645318523419359644505564370738323824621142426308915,0.00002837275289461454710680751828988684382326222956528067047236471628264008,0.00002837275289461454710680751828988684382326222956528067047236471628264008
2.6666666666666665,0.00003497161262322944495839516702623899843739525076722640907191176748064963,0.0000263803024398760047909062343332235310406673790289803393624717780951537,0.0000263803024398760047909062343332235310406673790289803393624717780951537
2.7,0.00003532941782566519965080188747179101599515353388075502470153656222673556,0.00002456539960430713481604825258527544316155224070045605019539579890899683,0.00002456539960430713481604825258527544316155224070045605019539579890899683
2.7333333333333334,0.0000356871188882577158733455398553476963914894762544441174042325074214802,0.00002291222308756001203171284003927847319635928110341173418808902360787554,0.00002291222308756001203171284003927847319635928110341173418808902360787554
2.7666666666666666,0.00003604472498968042383716610929676637789761530282573949844528451815050244,0.00002140636142821255534075594018104122924341971065558412994690787610083007,0.00002140636142821255534075594018104122924341971065558412994690787610083007
2.8,0.00003640224450479638280859511936257692072467463927019413369799037425755908,0.00002003468737276771378643228445032057823790917932434516611098641374140291,0.00002003468737276771378643228445032057823790917932434516611098641374140291
2.8333333333333335,0.0000367596850743215409311694639214697999006417190029540213024723594068841,0.00001878524343965382595274680856486662906138446228618987608782308830998599,0.00001878524343965382595274680856486662906138446228618987608782308830998599
2.8666666666666667,0.00003711705366855392894511619466054390448333579511310000709558836683113589,0.00001764713768063747831900724495999900476907653977655941393008067069532391,0.00001764713768063747831900724495999900476907653977655941393008067069532391
2.9,0.00003747435664565945727228771778918560904229229941327121263657434622952643,0.00001661044873095563100085035459604684692642194518764958468434801825236421,0.00001661044873095563100085035459604684692642194518764958468434801825236421
2.933333333333333,0.00003783159980496653564411658923717064238516847343277319135637957765521273,0.00001566613932044767316242905614901877495321381547988960184704449935009813,0.00001566613932044767316242905614901877495321381547988960184704449935009813
2.966666666666667,0.00003818878843568611465792729627455926221685231673493980314292851756176078,0.00001480597749172596878355995963147821364577728191767647643397938439690543,0.00001480597749172596878355995963147821364577728191767647643397938439690543
3.0,0.00003854592736144036768092575447084650084028139384573388473421014984774271,0.00001402246483860962328240477806691983764923030350087776811885406708783465,0.00001402246483860962328240477806691983764923030350087776811885406708783465
3.033333333333333,0.00003890302098095278273185034884735859002738540234361659256428097831208984,0.00001330877113924406834506332054563398084862077196434261636805354757243689,0.00001330877113924406834506332054563398084862077196434261636805354757243689
3.0666666666666664,0.00003926007330522350155330208509039583112750641062817657114410891762398898,0.00001265867481407539087034162118442389754219921685396955560726753452816904,0.00001265867481407539087034162118442389754219921685396955560726753452816904
3.1,0.00003961708799148774529636851524585719211981005988050024065440379391778754,0.0000120665086896252061213153333295989639495871343292661095030437412805245,0.0000120665086896252061213153333295989639495871343292661095030437412805245
3.1333333333333333,0.00003997406837423061703730596080514024397852616373127650981790009156266163,0.00001152711059526532465456511135443267428574932755374301821188043394111764,0.00001152711059526532465456511135443267428574932755374301821188043394111764
3.1666666666666665,0.0000403310174935091127254661267302812170415571046055567793776240147292793,0.00001103577836232272690725328483676827048801115904732809889828031441213562,0.00001103577836232272690725328483676827048801115904732809889828031441213562
3.2,0.00004068793812081139209237155457263920216545517403780227378341191331817354,0.00001058822883322243092912325223987102909535270024315732959189629657302276,0.00001058822883322243092912325223987102909535270024315732959189629657302276
3.2333333333333334,0.00004104483278266426959983079708020177568502868921211139872171475113154297,0.00001018056052333303009582406573388468254411518942544490787543792675921723,0.00001018056052333303009582406573388468254411518942544490787543792675921723
3.2666666666666666,0.00004140170378218228948721462316587880588149818734958809357923367899085351,0.000009809219610021877622243092504441264819932529822907055160643485934704406,0.000009809219610021877622243092504441264819932529822907055160643485934704406
3.3,0.00004175855321873548038204299605036385609416458152009314656781136759160171,0.000009470968952431708906073450335444745534600409826176442484915359605325193,0.000009470968952431708906073450335444745534600409826176442484915359605325193
3.3333333333333335,0.00004211538300589800755722820899073860017032227600072369599117496394388333,0.000009162859871910564533170711331067013092194238113492000079497030436445796,0.000009162859871910564533170711331067013092194238113492000079497030436445796
3.3666666666666667,0.00004247219488782626958319098865466881625282573339974371631817842047067903,0.000008882206447092675585205948801633820083755745243851851670271317118200675,0.000008882206447092675585205948801633820083755745243851851670271317118200675
3.4,0.00004282899045420237259554633695808130848252004568042112913399454763855508,0.000008626562099549319190726355544369545563689247187634439257550151390467908,0.000008626562099549319190726355544369545563689247187634439257550151390467908
3.433333333333333,0.00004318577115386732632482221586880093582937085554144720624074561015840916,0.000008393698265896568643270063269276646909842377041047802772415155429092079,0.000008393698265896568643270063269276646909842377041047802772415155429092079
3.466666666666667,0.00004354253830725781521430764206902040391038263656672469911371654135047677,0.000008181584970435336222116350285796507469226802633310868414478914095380874,0.000008181584970435336222116350285796507469226802633310868414478914095380874
3.5,0.00004389929311775047653559811847847138392245242350268497180454651173823462,0.000007988373128967012346934083841338265885989722861357770148606048273836202,0.000007988373128967012346934083841338265885989722861357770148606048273836202
3.533333333333333,0.00004425603668200902712918656912350995418000095563308592778479389426764266,0.00000781237842951921286270224845711391643499962432642509626234242335261935,0.00000781237842951921286270224845711391643499962432642509626234242335261935
3.5666666666666664,0.00004461276999942098138906266383082609723748530289422684750673079826113632,0.000007652066649463021624295739283702782100735588069590054457470032668743701,0.000007652066649463021624295739283702782100735588069590054457470032668743701
3.6,0.00004496949398070358895903945561007760190745266120319266529410677136606407,0.000007506040281024538562190269604546273461815032379946977274193404860784738,0.000007506040281024538562190269604546273461815032379946977274193404860784738
3.6333333333333333,0.00004532620945575158546271861221791873638332961089130484949303354797917334,0.000007373026348599503624151396560480967544833424285038801570949772633531416,0.000007373026348599503624151396560480967544833424285038801570949772633531416
3.6666666666666665,0.00004568291718079311305266029610499979424060305814227961197205517938278583,0.000007251865311669208853465584030486508827108353422312916976308285277551458,0.000007251865311669208853465584030486508827108353422312916976308285277551458
3.6999999999999997,0.00004603961784491439238490171018820137225025196386153003168796756286704481,0.000007141500956579581155152489096445713379822424119538521039676823204484274,0.000007141500956579581155152489096445713379822424119538521039676823204484274
3.7333333333333334,0.00004639631207600853179281123855405806193628992958879775750490468180576781,0.000007040971189065647975089144996854716067909089764347793587888113035986199,0.000007040971189065647975089144996854716067909089764347793587888113035986199
3.7666666666666666,0.00004675300044619897904087235347811756077157308516111831131640080179920616,0.000006949399647255814491947594560556780382869620992347464447402612730793202,0.000006949399647255814491947594560556780382869620992347464447402612730793202
3.8,0.00004710968347678384428122715033889561005603679960638046730204871090969425,0.00000686598806204282697786648170939028181464634906767383313742135782512802,0.00000686598806204282697786648170939028181464634906767383313742135782512802
3.8333333333333335,0.00004746636164274310721746590053028819331465028153458744594789260592784848,0.000006790009298223472812401431997650266430056575820935962236206668938054793,0.000006790009298223472812401431997650266430056575820935962236206668938054793
3.8666666666666667,0.00004782303537684725567265447912410511171980622675944395725115153218901988,0.000006720801015743567487178177897010461307546010536025560880007100142082637,0.000006720801015743567487178177897010461307546010536025560880007100142082637
3.9,0.00004817970507340242584862144104922597781114046069478724367614620163030583,0.000006657759895790542916032990949037224331921703937367845367062015347774135,0.000006657759895790542916032990949037224331921703937367845367062015347774135
3.933333333333333,0.00004853637109166403650601990314628817761606705727595732390237811819264164,0.00000660033638139997134042120555665224649513890252807176087092116368238503,0.00000660033638139997134042120555665224649513890252807176087092116368238503
3.966666666666667,0.00004889303375894821414833307261335210469804515832260910142281408020673765,0.000006548029886727582488276208059195459221465727377605405914790415035370315,0.000006548029886727582488276208059195459221465727377605405914790415035370315
4.0,0.00004924969337346754891929603065122872736008299806500711860393907101846155,0.000006500384433223926838607818651925226665936654890902033745218542109729997,0.000006500384433223926838607818651925226665936654890902033745218542109729997
4.033333333333333,0.0000496063502069157077885526916693818286086295399227494206294455456191829,0.000006456984674670283959856149443530227774456038015162834773376052406516605,0.000006456984674670283959856149443530227774456038015162834773376052406516605
4.066666666666666,0.00004996300450682286404965849256004120035765148263883102100015929943219984,0.000006417452276424353073282184239440339594948526871300757416353273771437513,0.000006417452276424353073282184239440339594948526871300757416353273771437513
4.1,0.00005031965649870235817177945806959062278169417475895031523021648641449979,0.000006381442617312004270919395788441387456079338895421363527481539561711491,0.000006381442617312004270919395788441387456079338895421363527481539561711491
4.133333333333333,0.00005067630638800692257378474176772920971258837443249299043393219871233895,0.000006348641785414056931380867944440713286099815935747534114459958367982712,0.000006348641785414056931380867944440713286099815935747534114459958367982712
4.166666666666667,0.00005103295436191148875721885589206946035296435652607968680741992213037043,0.00000631876384155902867188335700871034477077549398128206081350826101014661,0.00000631876384155902867188335700871034477077549398128206081350826101014661
4.2,0.00005138960059093765261064585676329426411474077214914567281758011894548942,0.000006291548326666553290995970909097874712396162439508178446368093395717605,0.000006291548326666553290995970909097874712396162439508178446368093395717605
4.233333333333333,0.00005174624523043411996218109192983349227547849712969122912741995643042659,0.000006266757991211862345895297792190391422691069769986228055000077464532072,0.000006266757991211862345895297792190391422691069769986228055000077464532072
4.266666666666667,0.00005210288842192563150493929768706782996978902561152475334669546371315959,0.000006244176727018104986201671897755300444068320550861067006450976893721116,0.000006244176727018104986201671897755300444068320550861067006450976893721116
4.3,0.00005245953029434211439429298729798668688355893268054793373550566955212509,0.000006223607683347025926710321259385753150063750698117488919854343204686266,0.000006223607683347025926710321259385753150063750698117488919854343204686266
4.333333333333333,0.00005281617096513876959221269503683191131666891646854418441327669370128953,0.000006204871550865137080893733188228789389749560035763423955843731375562248,0.000006204871550865137080893733188228789389749560035763423955843731375562248
4.366666666666666,0.00005317281054131656713895705148354140715752655759139736208600400971630204,0.000006187804998525979425927018685771573805295155484911279715342097974869625,0.000006187804998525979425927018685771573805295155484911279715342097974869625
4.4,0.00005352944912035214104709116741651526741756723484630308495783474419255678,0.000006172259249742084595224417321277945443176564978368423924472458776482305,0.000006172259249742084595224417321277945443176564978368423924472458776482305
4.433333333333334,0.00005388608679104500685180447604730551381982943563244183981626642581751363,0.000006158098785434512090467996774076939285123833545465041735238108203071226,0.000006158098785434512090467996774076939285123833545465041735238108203071226
4.466666666666667,0.00005424272363428953837481629613943246522880636511094193324648452261284941,0.000006145200162653873590702060545120201147805754089801377498063838857098153,0.000006145200162653873590702060545120201147805754089801377498063838857098153
4.5,0.00005459935972377833123720596906692230370950854196587510418623840118039619,0.000006133450938474251130480264595781861034012403735162036557294317996128744,0.000006133450938474251130480264595781861034012403735162036557294317996128744
4.533333333333333,0.00005495599512664298927328418018042043346148524297626668138058256063538514,0.000006122748689779124030241789458904472722598489695661877659851139133811991,0.000006122748689779124030241789458904472722598489695661877659851139133811991
4.566666666666666,0.00005531262990403798054675298892900975245595271966530935392530338302923671,0.000006113000120394346984267417632432741165473998375153469115671674837574342,0.000006113000120394346984267417632432741165473998375153469115671674837574342
4.6,0.00005566926411167257892010591865336794508216702262357650462768727483235439,0.000006104120247784669565555482649469956071133469102988151877597150686080749,0.000006104120247784669565555482649469956071133469102988151877597150686080749
4.633333333333333,0.00005602589780029544817128670600238594092844108357480926465740431559596259,0.00000609603166222387674992722904509681960137709494230835300496802336400907,0.00000609603166222387674992722904509681960137709494230835300496802336400907
4.666666666666667,0.00005638253101613624166472018211383997918451777154280719593576433704041013,0.000006088663851980409003404426806625287176782584784868537823510677529632804,0.000006088663851980409003404426806625287176782584784868537823510677529632804
4.7,0.00005673916380130776867211834175765512971779408027961434725787924855000242,0.000006081952588635816997829321079568750926657985444469298529732587795473515,0.000006081952588635816997829321079568750926657985444469298529732587795473515
4.733333333333333,0.00005709579619417253796783329577741834149348838434452565733610080942949682,0.000006075839367177596246234246485781926477264942188322004045788713164519377,0.000006075839367177596246234246485781926477264942188322004045788713164519377
4.766666666666667,0.00005745242822967659130131706029698628939482218271725697793305345629764799,0.000006070270895985452373152567626133736267841052051450909639051626757019255,0.000006070270895985452373152567626133736267841052051450909639051626757019255
4.8,0.00005780905993965363163119288078609206164082574028932679433190636831328807,0.000006065198632264981961403957330731754330202630209910879650043943389628418,0.000006065198632264981961403957330731754330202630209910879650043943389628418
4.833333333333333,0.00005816569135310218310121133397922708478823343946389842368975574360878313,0.000006060578358878940455824261602725236558060683238595828696623266268886133,0.000006060578358878940455824261602725236558060683238595828696623266268886133
4.866666666666666,0.00005852232249643798573981927690966270071196312848556932404970330430276739,0.000006056369798887153655909683952988430616779386967500132858354576045444186,0.000006056369798887153655909683952988430616779386967500132858354576045444186
4.9,0.00005887895339372398866742355310260444694962649475696510225240423669396358,0.000006052536264434846269603227956485977073979039256360741049051565881373269,0.000006052536264434846269603227956485977073979039256360741049051565881373269
4.933333333333334,0.00005923558406687982199578950059357784927072914513207596467640201697622138,0.000006049044336928595407119505596936487506823487810959057508521219990360397,0.000006049044336928595407119505596936487506823487810959057508521219990360397
4.966666666666667,0.00005959221453587267481488351621353547872093953415955439410870717273613022,0.000006045863575711861911122496257630794206599173051789184375488077058033801,0.000006045863575711861911122496257630794206599173051789184375488077058033801
5.0,0.00005994884481889118444704315485169632377305552792738363758438032761287362,0.0000060429662527004977003586621339338173659782386527840022329515316953986,0.0000060429662527004977003586621339338173659782386527840022329515316953986
5.033333333333333,0.00006030547493250379476159370784351276558063239000491910171265451993363374,0.000006040327110664931337851704733473583293507522083150897495572004684318566,0.000006040327110664931337851704733473583293507522083150897495572004684318566
5.066666666666666,0.00006066210489180305681621510499648523544519255158733804380464908323081719,0.000006037923143051871223808709560418690980541689279708972437584160264013821,0.000006037923143051871223808709560418690980541689279708972437584160264013821
5.1,0.00006101873471053708361231144720799946804295356263646145276683676073608616,0.00000603573339342613654238099389595599254329833405835911107968929917807065,0.00000603573339342613654238099389595599254329833405835911107968929917807065
